user,date,biometric_anomaly_score,biometric_z_score
U100,2024-01-01,0.20948496460914612,0.0
U100,2024-01-02,0.29781290888786316,0.0
U100,2024-01-03,0.22915154695510864,0.0
U100,2024-01-04,0.250414103269577,0.0
U100,2024-01-05,0.2819764316082001,0.0
U100,2024-01-07,0.2700069546699524,0.0
U100,2024-01-08,0.26249033212661743,0.0
U100,2024-01-09,0.3256397247314453,0.0
U100,2024-01-10,0.4101516902446747,0.0909015310859236
U100,2024-01-11,0.21364758908748627,0.0
U100,2024-01-12,0.2814004719257355,0.0
U100,2024-01-13,0.3231486678123474,0.0
U100,2024-01-15,0.2624155282974243,0.0
U100,2024-01-16,0.2464742660522461,0.0
U100,2024-01-17,0.20371030271053314,0.0
U100,2024-01-18,0.21168482303619385,0.0
U100,2024-01-19,0.22951118648052216,0.0
U100,2024-01-20,0.21382492780685425,0.0
U100,2024-01-22,0.27729901671409607,0.0
U100,2024-01-23,0.37575221061706543,0.02463430593246603
U100,2024-01-24,0.23741605877876282,0.0
U100,2024-01-25,0.21071505546569824,0.0
U100,2024-01-26,0.2843230664730072,0.0
U100,2024-01-29,0.24674244225025177,0.0
U100,2024-01-30,0.2337551712989807,0.0
U101,2024-01-01,0.31164172291755676,0.0
U101,2024-01-02,0.3069615662097931,0.0
U101,2024-01-03,0.2524852454662323,0.0
U101,2024-01-04,0.2671390175819397,0.0
U101,2024-01-05,0.2773391902446747,0.0
U101,2024-01-07,0.21615780889987946,0.0
U101,2024-01-08,0.3475610315799713,0.0
U101,2024-01-09,0.3246653079986572,0.0
U101,2024-01-10,0.3512802720069885,0.0
U101,2024-01-11,0.3049456477165222,0.0
U101,2024-01-12,0.3653210997581482,0.004539793475546476
U101,2024-01-13,0.20875538885593414,0.0
U101,2024-01-15,0.32985931634902954,0.0
U101,2024-01-16,0.2503502070903778,0.0
U101,2024-01-17,0.37171146273612976,0.016850201274109303
U101,2024-01-18,0.3485788106918335,0.0
U101,2024-01-19,0.20211106538772583,0.0
U101,2024-01-20,0.3614881932735443,0.0
U101,2024-01-22,0.22884947061538696,0.0
U101,2024-01-23,0.44600796699523926,0.15997513307981184
U101,2024-01-24,0.3134109079837799,0.0
U101,2024-01-25,0.23741187155246735,0.0
U101,2024-01-26,0.2677238881587982,0.0
U101,2024-01-29,0.2780632972717285,0.0
U101,2024-01-30,0.29482409358024597,0.0
U102,2024-01-01,0.1913149505853653,0.0
U102,2024-01-02,0.35431548953056335,0.0
U102,2024-01-03,0.34563228487968445,0.0
U102,2024-01-04,0.30070263147354126,0.0
U102,2024-01-05,0.2671659290790558,0.0
U102,2024-01-07,0.3344555199146271,0.0
U102,2024-01-08,0.29820892214775085,0.0
U102,2024-01-09,0.275297611951828,0.0
U102,2024-01-10,0.27748778462409973,0.0
U102,2024-01-11,0.28132152557373047,0.0
U102,2024-01-12,0.2852964401245117,0.0
U102,2024-01-13,0.38601794838905334,0.0444102433497483
U102,2024-01-15,0.2594895362854004,0.0
U102,2024-01-16,0.3408106863498688,0.0
U102,2024-01-17,0.3040187954902649,0.0
U102,2024-01-18,0.22583340108394623,0.0
U102,2024-01-19,0.29731446504592896,0.0
U102,2024-01-20,0.2762380540370941,0.0
U102,2024-01-22,0.40919578075408936,0.08906006516479079
U102,2024-01-23,0.3161074221134186,0.0
U102,2024-01-24,0.31167492270469666,0.0
U102,2024-01-25,0.30359965562820435,0.0
U102,2024-01-26,0.3465910255908966,0.0
U102,2024-01-29,0.2715649902820587,0.0
U102,2024-01-30,0.33880212903022766,0.0
U103,2024-01-01,0.2509036660194397,0.0
U103,2024-01-02,0.3125256896018982,0.0
U103,2024-01-03,0.29818063974380493,0.0
U103,2024-01-04,0.32114243507385254,0.0
U103,2024-01-05,0.3730372488498688,0.019404198248934378
U103,2024-01-07,0.278875470161438,0.0
U103,2024-01-08,0.32785385847091675,0.0
U103,2024-01-09,0.31589534878730774,0.0
U103,2024-01-10,0.3872758448123932,0.046833457491577565
U103,2024-01-11,0.36932671070098877,0.012256210267308797
U103,2024-01-12,0.4000937342643738,0.07152586492046167
U103,2024-01-13,0.34938710927963257,0.0
U103,2024-01-15,0.3270590603351593,0.0
U103,2024-01-16,0.4251730442047119,0.11983869687318262
U103,2024-01-17,0.42761290073394775,0.12453884128569395
U103,2024-01-18,0.4116368889808655,0.09376262084990344
U103,2024-01-19,0.3982337713241577,0.06794282865739391
U103,2024-01-20,0.31824392080307007,0.0
U103,2024-01-22,0.3325970470905304,0.0
U103,2024-01-23,0.36894911527633667,0.011528809699241681
U103,2024-01-24,0.2677628993988037,0.0
U103,2024-01-25,0.33688080310821533,0.0
U103,2024-01-26,0.3709036111831665,0.015293954454962084
U103,2024-01-29,0.3768778145313263,0.02680267152483595
U103,2024-01-30,0.35032588243484497,0.0
U104,2024-01-01,0.3808538317680359,0.0344620789429526
U104,2024-01-02,0.42741942405700684,0.12416612743503162
U104,2024-01-03,0.47396349906921387,0.21382872500286879
U104,2024-01-04,0.40000396966934204,0.07135294222819505
U104,2024-01-05,0.49543920159339905,0.2551995605476204
U104,2024-01-07,0.4383048117160797,0.1451357596124758
U104,2024-01-08,0.4403109848499298,0.14900045547987958
U104,2024-01-09,0.3959583342075348,0.06355942212444267
U104,2024-01-10,0.4106099307537079,0.09178428650301909
U104,2024-01-11,0.36836832761764526,0.010409979212225744
U104,2024-01-12,0.5075485110282898,0.2785269580391435
U104,2024-01-13,0.4466898739337921,0.16128875994626357
U104,2024-01-15,0.36508187651634216,0.00407895335243087
U104,2024-01-16,0.4128679037094116,0.09613405004205658
U104,2024-01-17,0.37194323539733887,0.01729668858412177
U104,2024-01-18,0.4396905303001404,0.14780521061590254
U104,2024-01-19,0.31100165843963623,0.0
U104,2024-01-20,0.36169424653053284,0.0
U104,2024-01-22,0.28552454710006714,0.0
U104,2024-01-23,0.37914571166038513,0.031171553010926816
U104,2024-01-24,0.5169159770011902,0.29657246289745887
U104,2024-01-25,0.3420994281768799,0.0
U104,2024-01-26,0.43018993735313416,0.1295032496930603
U104,2024-01-29,0.39857709407806396,0.06860420628518658
U104,2024-01-30,0.3579047620296478,0.0
U105,2024-01-01,0.36216872930526733,0.0
U105,2024-01-02,0.26669445633888245,0.0
U105,2024-01-03,0.26314422488212585,0.0
U105,2024-01-04,0.3138059377670288,0.0
U105,2024-01-05,0.33118361234664917,0.0
U105,2024-01-07,0.2514462471008301,0.0
U105,2024-01-08,0.249258890748024,0.0
U105,2024-01-09,0.285727322101593,0.0
U105,2024-01-10,0.3741724193096161,0.021590992853328723
U105,2024-01-11,0.14512798190116882,0.0
U105,2024-01-12,0.41507214307785034,0.10038030109299421
U105,2024-01-13,0.30588704347610474,0.0
U105,2024-01-15,0.26812171936035156,0.0
U105,2024-01-16,0.283171683549881,0.0
U105,2024-01-17,0.22454461455345154,0.0
U105,2024-01-18,0.18063569068908691,0.0
U105,2024-01-19,0.38103562593460083,0.0348122875826692
U105,2024-01-20,0.32413920760154724,0.0
U105,2024-01-22,0.31288161873817444,0.0
U105,2024-01-23,0.27934157848358154,0.0
U105,2024-01-24,0.3649454116821289,0.0038160672276337654
U105,2024-01-25,0.28091806173324585,0.0
U105,2024-01-26,14.592636108398438,27.412067384388017
U105,2024-01-29,16.13871955871582,30.390445581306604
U105,2024-01-30,14.826648712158203,27.86286972413181
U106,2024-01-01,0.3169112503528595,0.0
U106,2024-01-02,0.2856094241142273,0.0
U106,2024-01-03,0.23518455028533936,0.0
U106,2024-01-04,0.31496691703796387,0.0
U106,2024-01-05,0.3025205731391907,0.0
U106,2024-01-07,0.21918648481369019,0.0
U106,2024-01-08,0.2969605028629303,0.0
U106,2024-01-09,0.2818067669868469,0.0
U106,2024-01-10,0.19898894429206848,0.0
U106,2024-01-11,0.4193429946899414,0.10860767803122831
U106,2024-01-12,0.1550326943397522,0.0
U106,2024-01-13,0.4107934534549713,0.09213782499537562
U106,2024-01-15,0.39835676550865173,0.06817976489610054
U106,2024-01-16,0.2430436760187149,0.0
U106,2024-01-17,0.27739080786705017,0.0
U106,2024-01-18,0.29606932401657104,0.0
U106,2024-01-19,0.2712359130382538,0.0
U106,2024-01-20,0.264001727104187,0.0
U106,2024-01-22,0.2845737934112549,0.0
U106,2024-01-23,0.3629729151725769,1.624607545617694e-05
U106,2024-01-24,0.27475565671920776,0.0
U106,2024-01-25,0.22352412343025208,0.0
U106,2024-01-26,0.3284246623516083,0.0
U106,2024-01-29,0.28708356618881226,0.0
U106,2024-01-30,0.32602232694625854,0.0
U107,2024-01-01,0.2373231202363968,0.0
U107,2024-01-02,0.2860897481441498,0.0
U107,2024-01-03,0.30291759967803955,0.0
U107,2024-01-04,0.3121553957462311,0.0
U107,2024-01-05,0.42138049006462097,0.11253271312491768
U107,2024-01-07,0.3309498131275177,0.0
U107,2024-01-08,0.2658527195453644,0.0
U107,2024-01-09,0.4106755256652832,0.09191064866957913
U107,2024-01-10,0.18717996776103973,0.0
U107,2024-01-11,0.28548356890678406,0.0
U107,2024-01-12,0.35757341980934143,0.0
U107,2024-01-13,0.26968222856521606,0.0
U107,2024-01-15,0.3478218615055084,0.0
U107,2024-01-16,0.33334270119667053,0.0
U107,2024-01-17,0.3273252248764038,0.0
U107,2024-01-18,0.35574033856391907,0.0
U107,2024-01-19,0.3825853765010834,0.03779773011937465
U107,2024-01-20,0.3101436495780945,0.0
U107,2024-01-22,0.488685667514801,0.24218953922715813
U107,2024-01-23,0.30855467915534973,0.0
U107,2024-01-24,0.32796958088874817,0.0
U107,2024-01-25,0.24181535840034485,0.0
U107,2024-01-26,0.27718585729599,0.0
U107,2024-01-29,0.33694323897361755,0.0
U107,2024-01-30,0.3239893317222595,0.0
U108,2024-01-01,0.2789403796195984,0.0
U108,2024-01-02,0.3252680003643036,0.0
U108,2024-01-03,0.34169766306877136,0.0
U108,2024-01-04,0.3021601736545563,0.0
U108,2024-01-05,0.28559887409210205,0.0
U108,2024-01-07,0.2532314956188202,0.0
U108,2024-01-08,0.3778747022151947,0.028723077918036025
U108,2024-01-09,0.336895614862442,0.0
U108,2024-01-10,0.3131553530693054,0.0
U108,2024-01-11,0.2618311941623688,0.0
U108,2024-01-12,0.43095138669013977,0.13097010719220115
U108,2024-01-13,0.3043239712715149,0.0
U108,2024-01-15,0.31039944291114807,0.0
U108,2024-01-16,0.33066779375076294,0.0
U108,2024-01-17,0.33521848917007446,0.0
U108,2024-01-18,0.4066435694694519,0.08414348033068411
U108,2024-01-19,0.32432717084884644,0.0
U108,2024-01-20,0.2982155978679657,0.0
U108,2024-01-22,0.4827287197113037,0.23071406327243116
U108,2024-01-23,0.420857310295105,0.11152485858881522
U108,2024-01-24,0.3506811857223511,0.0
U108,2024-01-25,0.30146268010139465,0.0
U108,2024-01-26,0.4111003279685974,0.09272898866146774
U108,2024-01-29,0.5357239842414856,0.33280424500500516
U108,2024-01-30,0.30660176277160645,0.0
U109,2024-01-01,0.505269467830658,0.27413660474465035
U109,2024-01-02,0.3990625739097595,0.06953943558698716
U109,2024-01-03,0.3957483470439911,0.06315490243994379
U109,2024-01-04,0.3124062716960907,0.0
U109,2024-01-05,0.36151090264320374,0.0
U109,2024-01-07,0.29868781566619873,0.0
U109,2024-01-08,0.40831291675567627,0.08735931422332115
U109,2024-01-09,0.4408940076828003,0.15012359181082646
U109,2024-01-10,0.3982042074203491,0.06788587669500065
U109,2024-01-11,0.4658312499523163,0.19816274432329675
U109,2024-01-12,0.3457350432872772,0.0
U109,2024-01-13,0.3297380208969116,0.0
U109,2024-01-15,0.4824742376804352,0.23022382858808033
U109,2024-01-16,0.4113032817840576,0.09311995929039726
U109,2024-01-17,0.3810388743877411,0.034818545409182174
U109,2024-01-18,0.35011744499206543,0.0
U109,2024-01-19,0.35412436723709106,0.0
U109,2024-01-20,0.43464887142181396,0.13809294904527003
U109,2024-01-22,0.5087387561798096,0.2808198486379963
U109,2024-01-23,0.35306262969970703,0.0
U109,2024-01-24,0.3657514452934265,0.005368811960383819
U109,2024-01-25,0.43048062920570374,0.1300632390490924
U109,2024-01-26,0.4497869312763214,0.16725493729697666
U109,2024-01-29,0.3677671551704407,0.009251879428559616
U109,2024-01-30,0.4720870554447174,0.21021394031721688
U110,2024-01-01,0.2360096126794815,0.0
U110,2024-01-02,0.3562707006931305,0.0
U110,2024-01-03,0.321674108505249,0.0
U110,2024-01-04,0.23344756662845612,0.0
U110,2024-01-05,0.37411049008369446,0.02147169227081543
U110,2024-01-07,0.25716251134872437,0.0
U110,2024-01-08,0.27359679341316223,0.0
U110,2024-01-09,0.25082358717918396,0.0
U110,2024-01-10,0.21685177087783813,0.0
U110,2024-01-11,0.3234538733959198,0.0
U110,2024-01-12,0.2679729759693146,0.0
U110,2024-01-13,0.21011777222156525,0.0
U110,2024-01-15,0.2568894028663635,0.0
U110,2024-01-16,0.2109663337469101,0.0
U110,2024-01-17,0.3465120196342468,0.0
U110,2024-01-18,0.3057323396205902,0.0
U110,2024-01-19,0.2510164678096771,0.0
U110,2024-01-20,0.3510191738605499,0.0
U110,2024-01-22,0.2771155536174774,0.0
U110,2024-01-23,0.21742713451385498,0.0
U110,2024-01-24,0.28254255652427673,0.0
U110,2024-01-25,0.33706310391426086,0.0
U110,2024-01-26,0.36414164304733276,0.002267685750067066
U110,2024-01-29,0.3203471004962921,0.0
U110,2024-01-30,0.25363168120384216,0.0
U111,2024-01-01,0.3082042634487152,0.0
U111,2024-01-02,0.3715667128562927,0.01657135482114151
U111,2024-01-03,0.28527534008026123,0.0
U111,2024-01-04,0.2658764123916626,0.0
U111,2024-01-05,0.2846331298351288,0.0
U111,2024-01-07,0.280913770198822,0.0
U111,2024-01-08,0.3526100218296051,0.0
U111,2024-01-09,0.31798964738845825,0.0
U111,2024-01-10,0.36976462602615356,0.01309981121025893
U111,2024-01-11,0.28182855248451233,0.0
U111,2024-01-12,0.22796252369880676,0.0
U111,2024-01-13,0.31856855750083923,0.0
U111,2024-01-15,0.3185267746448517,0.0
U111,2024-01-16,0.3553558588027954,0.0
U111,2024-01-17,0.3031194806098938,0.0
U111,2024-01-18,0.23203779757022858,0.0
U111,2024-01-19,0.29461604356765747,0.0
U111,2024-01-20,0.1902696043252945,0.0
U111,2024-01-22,0.25300323963165283,0.0
U111,2024-01-23,0.2721199095249176,0.0
U111,2024-01-24,0.3833276331424713,0.03922761477196183
U111,2024-01-25,0.3313325345516205,0.0
U111,2024-01-26,0.23051421344280243,0.0
U111,2024-01-29,0.3188093602657318,0.0
U111,2024-01-30,0.32056909799575806,0.0
U112,2024-01-01,0.27074134349823,0.0
U112,2024-01-02,0.30541133880615234,0.0
U112,2024-01-03,0.35435977578163147,0.0
U112,2024-01-04,0.22586064040660858,0.0
U112,2024-01-05,0.3005589246749878,0.0
U112,2024-01-07,0.4214169383049011,0.11260292708661825
U112,2024-01-08,0.2575169503688812,0.0
U112,2024-01-09,0.4363139867782593,0.1413006305400645
U112,2024-01-10,0.3692658841609955,0.012139033901134764
U112,2024-01-11,0.3987935781478882,0.06902124162271141
U112,2024-01-12,0.5117704272270203,0.2866600657009162
U112,2024-01-13,0.3252411484718323,0.0
U112,2024-01-15,0.31666073203086853,0.0
U112,2024-01-16,0.3618294596672058,0.0
U112,2024-01-17,0.2855352461338043,0.0
U112,2024-01-18,0.2935633957386017,0.0
U112,2024-01-19,0.3618163764476776,0.0
U112,2024-01-20,0.368295818567276,0.01027029763510599
U112,2024-01-22,0.34545913338661194,0.0
U112,2024-01-23,0.312545508146286,0.0
U112,2024-01-24,0.3500058948993683,0.0
U112,2024-01-25,0.34265512228012085,0.0
U112,2024-01-26,0.3184289038181305,0.0
U112,2024-01-29,0.2054021954536438,0.0
U112,2024-01-30,0.3430866599082947,0.0
U113,2024-01-01,0.3603990375995636,0.0
U113,2024-01-02,0.35937559604644775,0.0
U113,2024-01-03,0.383887380361557,0.0403059129147745
U113,2024-01-04,0.3885006308555603,0.04919288773197648
U113,2024-01-05,0.26324012875556946,0.0
U113,2024-01-07,0.27047163248062134,0.0
U113,2024-01-08,0.3096066117286682,0.0
U113,2024-01-09,0.3557664453983307,0.0
U113,2024-01-10,0.3788295090198517,0.03056241962282957
U113,2024-01-11,0.30264800786972046,0.0
U113,2024-01-12,0.31664878129959106,0.0
U113,2024-01-13,0.2843930721282959,0.0
U113,2024-01-15,0.35368403792381287,0.0
U113,2024-01-16,0.38182681798934937,0.036336441511717804
U113,2024-01-17,0.40592238306999207,0.0827541854335526
U113,2024-01-18,0.28552618622779846,0.0
U113,2024-01-19,0.38344499468803406,0.03945370028396249
U113,2024-01-20,0.3141968548297882,0.0
U113,2024-01-22,0.3208096921443939,0.0
U113,2024-01-23,0.3545385003089905,0.0
U113,2024-01-24,0.41822123527526855,0.1064467184904196
U113,2024-01-25,0.33966678380966187,0.0
U113,2024-01-26,0.43072813749313354,0.13054003950037868
U113,2024-01-29,0.2646890878677368,0.0
U113,2024-01-30,0.3126114308834076,0.0
U114,2024-01-01,0.3369232714176178,0.0
U114,2024-01-02,0.3825796842575073,0.037786764570163854
U114,2024-01-03,0.5226419568061829,0.3076030016459885
U114,2024-01-04,0.2928732931613922,0.0
U114,2024-01-05,0.4088803231716156,0.08845236705800386
U114,2024-01-07,0.4115058481693268,0.09351018357304541
U114,2024-01-08,0.41938498616218567,0.1086885704858776
U114,2024-01-09,0.4864296615123749,0.2378435648307799
U114,2024-01-10,0.31882137060165405,0.0
U114,2024-01-11,0.35050415992736816,0.0
U114,2024-01-12,0.4975596070289612,0.2592843137455215
U114,2024-01-13,0.3626919388771057,0.0
U114,2024-01-15,0.3453977108001709,0.0
U114,2024-01-16,0.33154523372650146,0.0
U114,2024-01-17,0.33916592597961426,0.0
U114,2024-01-18,0.38858193159103394,0.04934950562855794
U114,2024-01-19,0.4075745940208435,0.08593700785605243
U114,2024-01-20,0.4016576409339905,0.07453857780206309
U114,2024-01-22,0.32466715574264526,0.0
U114,2024-01-23,0.38755354285240173,0.04736841554155778
U114,2024-01-24,0.4725644886493683,0.21113366858086605
U114,2024-01-25,0.3064463138580322,0.0
U114,2024-01-26,0.32463210821151733,0.0
U114,2024-01-29,0.3102010488510132,0.0
U114,2024-01-30,0.3959086239337921,0.06346366015541852
U115,2024-01-01,0.24637152254581451,0.0
U115,2024-01-02,0.32144901156425476,0.0
U115,2024-01-03,0.2780655324459076,0.0
U115,2024-01-04,0.2811852693557739,0.0
U115,2024-01-05,0.21612128615379333,0.0
U115,2024-01-07,0.22206054627895355,0.0
U115,2024-01-08,0.33811336755752563,0.0
U115,2024-01-09,0.2995512783527374,0.0
U115,2024-01-10,0.32356980443000793,0.0
U115,2024-01-11,0.33384308218955994,0.0
U115,2024-01-12,0.267365038394928,0.0
U115,2024-01-13,0.2460450828075409,0.0
U115,2024-01-15,0.2853122353553772,0.0
U115,2024-01-16,0.31114232540130615,0.0
U115,2024-01-17,0.13585053384304047,0.0
U115,2024-01-18,0.27398255467414856,0.0
U115,2024-01-19,0.3320988416671753,0.0
U115,2024-01-20,0.19875460863113403,0.0
U115,2024-01-22,0.25868314504623413,0.0
U115,2024-01-23,0.3115455210208893,0.0
U115,2024-01-24,0.23652634024620056,0.0
U115,2024-01-25,0.308970183134079,0.0
U115,2024-01-26,0.35307249426841736,0.0
U115,2024-01-29,0.14127205312252045,0.0
U115,2024-01-30,0.23208963871002197,0.0
U116,2024-01-01,0.35528403520584106,0.0
U116,2024-01-02,0.4221917390823364,0.11409550482683993
U116,2024-01-03,0.33456718921661377,0.0
U116,2024-01-04,0.3286881744861603,0.0
U116,2024-01-05,0.3472530245780945,0.0
U116,2024-01-07,0.4765246510505676,0.21876253321269923
U116,2024-01-08,0.3364645540714264,0.0
